,13,14,16,17,19,20,21,22,23,24
3,6.25,58.6875,0.0,0.0,1.9375,0.0,0.0,0.0,0.0,0.0
4,9.8125,14.375,0.0,0.0,0.0,0.0,0.0,0.0,11.5625,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.125,0.0
6,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,33.625,0.0
7,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.6875,0.0,0.0,0.625,0.0,0.0
10,9.875,3.3125,0.0,0.0,58.75,0.1875,0.0,1.25,0.0,0.0
11,61.0625,0.0,0.0,0.0,7.1875,48.75,0.0,0.0,31.5625,0.0
12,0.0,0.0,0.0,19.25,0.0,6.0,6.125,0.0,148.5625,0.0
13,0.0,0.0,0.0,52.375,0.0,0.0,0.0,0.0,42.3125,0.0
14,0.0,0.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6875,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,58.625,0.0,0.0
17,0.0,0.0,0.0,0.0,17.9375,35.375,0.0625,18.25,0.0,26.1875
18,0.0,0.0,0.0,0.0,3.25,105.625,83.375,0.0,0.0,6.5
19,0.0,0.0,0.0,51.75,0.0,9.75,63.8125,0.0,5.375,0.0
20,0.0,0.0,0.0,44.9375,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8125,0.0,7.1875
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75,0.0,92.8125
25,0.0,0.0,27.1875,0.0,0.0,0.0,55.75,0.0,0.0,54.6875
26,0.0,0.0,43.375,2.625,0.0,0.0,43.75,0.0,0.0,0.0
27,0.0,0.0,1.6875,3.0,0.0,0.0,0.125,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4375
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.875
32,0.0,0.0,17.5625,0.0,0.0,0.0,0.0,0.0,0.0,18.1875
33,0.0,0.0,8.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
