,13,14,16,17,19,20,21,22,23,24
3,13.375,113.625,0.0,0.0,4.8125,0.0,0.0,0.0,0.0,0.0
4,20.75,32.125,0.0,0.0,0.0,0.0,0.0,0.0,22.1875,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,0.0
6,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,73.0625,0.0
7,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,1.4375,0.0,0.0,1.0,0.0,0.0
10,18.75,5.375,0.0,0.0,128.75,0.1875,0.0,2.8125,0.0,0.0
11,131.625,0.0,0.0,0.0,12.9375,97.5625,0.0,0.0,68.8125,0.0
12,0.0,0.0,0.0,38.9375,0.0,12.375,11.25,0.0,306.9375,0.0
13,0.0,0.0,0.0,107.5625,0.0,0.0,0.0,0.0,86.125,0.0
14,0.0,0.0,0.0,27.3125,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.625,0.0,0.0
16,0.0,0.0,0.0,0.0,0.125,0.0,0.0,116.9375,0.0,0.0
17,0.0,0.0,0.0,0.0,36.375,74.9375,0.25,36.1875,0.0,56.1875
18,0.0,0.0,0.0,0.0,7.9375,223.3125,169.75,0.0,0.0,14.0
19,0.0,0.0,0.0,110.25,0.0,19.8125,131.4375,0.0,14.375,0.0
20,0.0,0.0,0.0,92.375,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,23.25,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.25,0.0,11.8125
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5625,0.0,193.4375
25,0.0,0.0,59.625,0.0,0.0,0.0,114.875,0.0,0.0,111.8125
26,0.0,0.0,88.6875,4.6875,0.0,0.0,91.4375,0.0,0.0,0.0
27,0.0,0.0,4.0625,6.625,0.0,0.0,0.25,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4375
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.375
32,0.0,0.0,40.75,0.0,0.0,0.0,0.0,0.0,0.0,37.0625
33,0.0,0.0,17.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
