micro_zone,microDepotId,scenario,dc
2696,96,2-MUC: Nur Transporter,14
2697,96,2-MUC: Nur Transporter,14
2698,69,2-MUC: Nur Transporter,14
2699,69,2-MUC: Nur Transporter,14
2700,69,2-MUC: Nur Transporter,14
2701,69,2-MUC: Nur Transporter,14
2702,93,2-MUC: Nur Transporter,14
2703,93,2-MUC: Nur Transporter,14
2704,93,2-MUC: Nur Transporter,14
2705,93,2-MUC: Nur Transporter,14
2706,129,2-MUC: Nur Transporter,14
2707,129,2-MUC: Nur Transporter,14
2708,129,2-MUC: Nur Transporter,14
2709,129,2-MUC: Nur Transporter,14
2710,129,2-MUC: Nur Transporter,14
2711,174,2-MUC: Nur Transporter,14
2712,129,2-MUC: Nur Transporter,14
2713,174,2-MUC: Nur Transporter,14
2714,126,2-MUC: Nur Transporter,14
2715,126,2-MUC: Nur Transporter,14
2716,126,2-MUC: Nur Transporter,14
2717,126,2-MUC: Nur Transporter,14
2718,126,2-MUC: Nur Transporter,14
2719,171,2-MUC: Nur Transporter,14
2720,126,2-MUC: Nur Transporter,14
2721,171,2-MUC: Nur Transporter,14
2722,66,2-MUC: Nur Transporter,14
2723,66,2-MUC: Nur Transporter,14
2724,66,2-MUC: Nur Transporter,14
2725,66,2-MUC: Nur Transporter,14
2726,90,2-MUC: Nur Transporter,14
2727,90,2-MUC: Nur Transporter,14
2728,90,2-MUC: Nur Transporter,14
2729,90,2-MUC: Nur Transporter,14
2730,66,2-MUC: Nur Transporter,14
2731,66,2-MUC: Nur Transporter,14
2732,63,2-MUC: Nur Transporter,14
2733,63,2-MUC: Nur Transporter,14
2734,63,2-MUC: Nur Transporter,14
2735,63,2-MUC: Nur Transporter,14
2736,63,2-MUC: Nur Transporter,14
2737,90,2-MUC: Nur Transporter,14
2738,90,2-MUC: Nur Transporter,14
2739,87,2-MUC: Nur Transporter,14
2740,87,2-MUC: Nur Transporter,14
2741,123,2-MUC: Nur Transporter,14
2742,123,2-MUC: Nur Transporter,14
2743,123,2-MUC: Nur Transporter,14
2744,123,2-MUC: Nur Transporter,14
2745,168,2-MUC: Nur Transporter,14
2746,123,2-MUC: Nur Transporter,14
2747,123,2-MUC: Nur Transporter,14
2748,120,2-MUC: Nur Transporter,14
2749,120,2-MUC: Nur Transporter,14
2750,165,2-MUC: Nur Transporter,14
2751,174,2-MUC: Nur Transporter,14
2752,222,2-MUC: Nur Transporter,14
2753,222,2-MUC: Nur Transporter,14
2754,222,2-MUC: Nur Transporter,14
2755,222,2-MUC: Nur Transporter,14
2756,171,2-MUC: Nur Transporter,14
2757,219,2-MUC: Nur Transporter,14
2758,219,2-MUC: Nur Transporter,14
2759,219,2-MUC: Nur Transporter,14
2760,219,2-MUC: Nur Transporter,14
2761,270,2-MUC: Nur Transporter,14
2762,270,2-MUC: Nur Transporter,14
2763,270,2-MUC: Nur Transporter,14
2764,270,2-MUC: Nur Transporter,14
2765,318,2-MUC: Nur Transporter,14
2766,318,2-MUC: Nur Transporter,14
2767,318,2-MUC: Nur Transporter,14
2768,318,2-MUC: Nur Transporter,14
2769,267,2-MUC: Nur Transporter,14
2770,267,2-MUC: Nur Transporter,14
2771,267,2-MUC: Nur Transporter,14
2772,267,2-MUC: Nur Transporter,14
2773,315,2-MUC: Nur Transporter,14
2774,315,2-MUC: Nur Transporter,14
2775,315,2-MUC: Nur Transporter,14
2776,315,2-MUC: Nur Transporter,14
2777,168,2-MUC: Nur Transporter,14
2778,216,2-MUC: Nur Transporter,14
2779,216,2-MUC: Nur Transporter,14
2780,216,2-MUC: Nur Transporter,14
2781,216,2-MUC: Nur Transporter,14
2782,165,2-MUC: Nur Transporter,14
2783,216,2-MUC: Nur Transporter,14
2784,216,2-MUC: Nur Transporter,14
2785,216,2-MUC: Nur Transporter,14
2786,216,2-MUC: Nur Transporter,14
2787,216,2-MUC: Nur Transporter,14
2788,213,2-MUC: Nur Transporter,14
2789,213,2-MUC: Nur Transporter,14
2790,213,2-MUC: Nur Transporter,14
2791,213,2-MUC: Nur Transporter,14
2792,213,2-MUC: Nur Transporter,14
2793,264,2-MUC: Nur Transporter,14
2794,264,2-MUC: Nur Transporter,14
2795,264,2-MUC: Nur Transporter,14
2796,264,2-MUC: Nur Transporter,14
2797,312,2-MUC: Nur Transporter,14
2798,312,2-MUC: Nur Transporter,14
2799,312,2-MUC: Nur Transporter,14
2800,312,2-MUC: Nur Transporter,14
2801,264,2-MUC: Nur Transporter,14
2802,264,2-MUC: Nur Transporter,14
2803,261,2-MUC: Nur Transporter,14
2804,261,2-MUC: Nur Transporter,14
2805,312,2-MUC: Nur Transporter,14
2806,312,2-MUC: Nur Transporter,14
2807,312,2-MUC: Nur Transporter,14
2808,312,2-MUC: Nur Transporter,14
2809,312,2-MUC: Nur Transporter,14
2810,309,2-MUC: Nur Transporter,14
2811,309,2-MUC: Nur Transporter,14
2812,309,2-MUC: Nur Transporter,14
2813,309,2-MUC: Nur Transporter,14
2814,309,2-MUC: Nur Transporter,14
2815,63,2-MUC: Nur Transporter,14
2816,63,2-MUC: Nur Transporter,14
2817,63,2-MUC: Nur Transporter,14
2818,63,2-MUC: Nur Transporter,14
2819,87,2-MUC: Nur Transporter,14
2820,87,2-MUC: Nur Transporter,14
2821,84,2-MUC: Nur Transporter,14
2822,84,2-MUC: Nur Transporter,14
2824,84,2-MUC: Nur Transporter,14
2825,84,2-MUC: Nur Transporter,14
2826,84,2-MUC: Nur Transporter,14
2827,84,2-MUC: Nur Transporter,14
2829,120,2-MUC: Nur Transporter,14
2830,120,2-MUC: Nur Transporter,14
2831,117,2-MUC: Nur Transporter,14
2832,117,2-MUC: Nur Transporter,14
2833,120,2-MUC: Nur Transporter,14
2834,165,2-MUC: Nur Transporter,14
2835,117,2-MUC: Nur Transporter,14
2836,162,2-MUC: Nur Transporter,14
2837,117,2-MUC: Nur Transporter,14
2838,117,2-MUC: Nur Transporter,14
2839,162,2-MUC: Nur Transporter,14
2840,117,2-MUC: Nur Transporter,14
2841,162,2-MUC: Nur Transporter,14
2842,114,2-MUC: Nur Transporter,14
2843,114,2-MUC: Nur Transporter,14
2844,114,2-MUC: Nur Transporter,14
2845,114,2-MUC: Nur Transporter,14
2846,114,2-MUC: Nur Transporter,14
2847,159,2-MUC: Nur Transporter,14
2848,114,2-MUC: Nur Transporter,14
2849,159,2-MUC: Nur Transporter,14
2850,111,2-MUC: Nur Transporter,14
2851,111,2-MUC: Nur Transporter,14
2852,111,2-MUC: Nur Transporter,14
2853,111,2-MUC: Nur Transporter,14
2854,111,2-MUC: Nur Transporter,14
2855,156,2-MUC: Nur Transporter,14
2856,111,2-MUC: Nur Transporter,14
2857,156,2-MUC: Nur Transporter,14
2858,156,2-MUC: Nur Transporter,14
2859,156,2-MUC: Nur Transporter,14
2860,156,2-MUC: Nur Transporter,14
2861,165,2-MUC: Nur Transporter,14
2862,213,2-MUC: Nur Transporter,14
2863,162,2-MUC: Nur Transporter,14
2864,210,2-MUC: Nur Transporter,14
2865,213,2-MUC: Nur Transporter,14
2866,213,2-MUC: Nur Transporter,14
2867,210,2-MUC: Nur Transporter,14
2868,213,2-MUC: Nur Transporter,14
2869,213,2-MUC: Nur Transporter,14
2870,210,2-MUC: Nur Transporter,14
2871,210,2-MUC: Nur Transporter,14
2872,162,2-MUC: Nur Transporter,14
2873,210,2-MUC: Nur Transporter,14
2874,162,2-MUC: Nur Transporter,14
2875,210,2-MUC: Nur Transporter,14
2876,210,2-MUC: Nur Transporter,14
2877,210,2-MUC: Nur Transporter,14
2878,210,2-MUC: Nur Transporter,14
2879,210,2-MUC: Nur Transporter,14
2880,210,2-MUC: Nur Transporter,14
2881,210,2-MUC: Nur Transporter,14
2882,210,2-MUC: Nur Transporter,14
2883,210,2-MUC: Nur Transporter,14
2884,210,2-MUC: Nur Transporter,14
2885,210,2-MUC: Nur Transporter,14
2886,261,2-MUC: Nur Transporter,14
2887,261,2-MUC: Nur Transporter,14
2888,261,2-MUC: Nur Transporter,14
2889,261,2-MUC: Nur Transporter,14
2890,258,2-MUC: Nur Transporter,14
2891,258,2-MUC: Nur Transporter,14
2892,258,2-MUC: Nur Transporter,14
2893,309,2-MUC: Nur Transporter,14
2894,309,2-MUC: Nur Transporter,14
2895,306,2-MUC: Nur Transporter,14
2896,306,2-MUC: Nur Transporter,14
2897,258,2-MUC: Nur Transporter,14
2898,258,2-MUC: Nur Transporter,14
2899,258,2-MUC: Nur Transporter,14
2900,258,2-MUC: Nur Transporter,14
2901,258,2-MUC: Nur Transporter,14
2902,258,2-MUC: Nur Transporter,14
2903,258,2-MUC: Nur Transporter,14
2904,258,2-MUC: Nur Transporter,14
2905,258,2-MUC: Nur Transporter,14
2906,258,2-MUC: Nur Transporter,14
2907,258,2-MUC: Nur Transporter,14
2908,258,2-MUC: Nur Transporter,14
2909,258,2-MUC: Nur Transporter,14
2910,306,2-MUC: Nur Transporter,14
2911,306,2-MUC: Nur Transporter,14
2912,306,2-MUC: Nur Transporter,14
2913,306,2-MUC: Nur Transporter,14
2914,306,2-MUC: Nur Transporter,14
2915,306,2-MUC: Nur Transporter,14
2916,306,2-MUC: Nur Transporter,14
2917,159,2-MUC: Nur Transporter,14
2918,207,2-MUC: Nur Transporter,14
2919,159,2-MUC: Nur Transporter,14
2920,159,2-MUC: Nur Transporter,14
2921,159,2-MUC: Nur Transporter,14
2922,159,2-MUC: Nur Transporter,14
2923,159,2-MUC: Nur Transporter,14
2924,207,2-MUC: Nur Transporter,14
2925,159,2-MUC: Nur Transporter,14
2926,207,2-MUC: Nur Transporter,14
2927,207,2-MUC: Nur Transporter,14
2928,207,2-MUC: Nur Transporter,14
2929,207,2-MUC: Nur Transporter,14
2930,207,2-MUC: Nur Transporter,14
2931,207,2-MUC: Nur Transporter,14
2932,207,2-MUC: Nur Transporter,14
2933,207,2-MUC: Nur Transporter,14
2934,156,2-MUC: Nur Transporter,14
2935,204,2-MUC: Nur Transporter,14
2936,156,2-MUC: Nur Transporter,14
2937,156,2-MUC: Nur Transporter,14
2938,156,2-MUC: Nur Transporter,14
2939,156,2-MUC: Nur Transporter,14
2940,204,2-MUC: Nur Transporter,14
2941,204,2-MUC: Nur Transporter,14
2942,204,2-MUC: Nur Transporter,14
2943,204,2-MUC: Nur Transporter,14
2944,204,2-MUC: Nur Transporter,14
2945,255,2-MUC: Nur Transporter,14
2946,255,2-MUC: Nur Transporter,14
2947,255,2-MUC: Nur Transporter,14
2948,255,2-MUC: Nur Transporter,14
2949,255,2-MUC: Nur Transporter,14
2950,255,2-MUC: Nur Transporter,14
2951,255,2-MUC: Nur Transporter,14
2952,303,2-MUC: Nur Transporter,14
2953,303,2-MUC: Nur Transporter,14
2954,303,2-MUC: Nur Transporter,14
2955,303,2-MUC: Nur Transporter,14
2956,252,2-MUC: Nur Transporter,14
2957,252,2-MUC: Nur Transporter,14
2958,252,2-MUC: Nur Transporter,14
2959,252,2-MUC: Nur Transporter,14
2960,300,2-MUC: Nur Transporter,14
2961,300,2-MUC: Nur Transporter,14
2962,252,2-MUC: Nur Transporter,14
2963,300,2-MUC: Nur Transporter,14
2964,252,2-MUC: Nur Transporter,14
2965,300,2-MUC: Nur Transporter,14
2966,300,2-MUC: Nur Transporter,14
2967,300,2-MUC: Nur Transporter,14
2968,300,2-MUC: Nur Transporter,14
2969,300,2-MUC: Nur Transporter,14
3002,111,2-MUC: Nur Transporter,14
3003,108,2-MUC: Nur Transporter,14
3004,108,2-MUC: Nur Transporter,14
3005,111,2-MUC: Nur Transporter,14
3006,156,2-MUC: Nur Transporter,14
3007,108,2-MUC: Nur Transporter,14
3008,153,2-MUC: Nur Transporter,14
3009,108,2-MUC: Nur Transporter,14
3010,108,2-MUC: Nur Transporter,14
3011,108,2-MUC: Nur Transporter,14
3012,153,2-MUC: Nur Transporter,14
3013,108,2-MUC: Nur Transporter,14
3014,150,2-MUC: Nur Transporter,14
3022,147,2-MUC: Nur Transporter,14
3023,147,2-MUC: Nur Transporter,14
3024,147,2-MUC: Nur Transporter,14
3025,147,2-MUC: Nur Transporter,14
3026,156,2-MUC: Nur Transporter,14
3027,204,2-MUC: Nur Transporter,14
3028,153,2-MUC: Nur Transporter,14
3029,201,2-MUC: Nur Transporter,14
3030,204,2-MUC: Nur Transporter,14
3031,204,2-MUC: Nur Transporter,14
3032,201,2-MUC: Nur Transporter,14
3033,201,2-MUC: Nur Transporter,14
3034,153,2-MUC: Nur Transporter,14
3035,201,2-MUC: Nur Transporter,14
3036,201,2-MUC: Nur Transporter,14
3037,198,2-MUC: Nur Transporter,14
3038,198,2-MUC: Nur Transporter,14
3039,252,2-MUC: Nur Transporter,14
3040,252,2-MUC: Nur Transporter,14
3041,249,2-MUC: Nur Transporter,14
3042,249,2-MUC: Nur Transporter,14
3043,300,2-MUC: Nur Transporter,14
3044,300,2-MUC: Nur Transporter,14
3045,300,2-MUC: Nur Transporter,14
3046,300,2-MUC: Nur Transporter,14
3047,300,2-MUC: Nur Transporter,14
3048,297,2-MUC: Nur Transporter,14
3049,297,2-MUC: Nur Transporter,14
3050,297,2-MUC: Nur Transporter,14
3051,297,2-MUC: Nur Transporter,14
3052,297,2-MUC: Nur Transporter,14
3053,249,2-MUC: Nur Transporter,14
3054,249,2-MUC: Nur Transporter,14
3055,246,2-MUC: Nur Transporter,14
3056,246,2-MUC: Nur Transporter,14
3057,297,2-MUC: Nur Transporter,14
3058,297,2-MUC: Nur Transporter,14
3059,297,2-MUC: Nur Transporter,14
3060,297,2-MUC: Nur Transporter,14
3061,297,2-MUC: Nur Transporter,14
3062,294,2-MUC: Nur Transporter,14
3063,294,2-MUC: Nur Transporter,14
3064,150,2-MUC: Nur Transporter,14
3065,198,2-MUC: Nur Transporter,14
3066,198,2-MUC: Nur Transporter,14
3067,198,2-MUC: Nur Transporter,14
3068,198,2-MUC: Nur Transporter,14
3069,147,2-MUC: Nur Transporter,14
3070,195,2-MUC: Nur Transporter,14
3071,147,2-MUC: Nur Transporter,14
3072,195,2-MUC: Nur Transporter,14
3073,195,2-MUC: Nur Transporter,14
3074,195,2-MUC: Nur Transporter,14
3075,195,2-MUC: Nur Transporter,14
3076,195,2-MUC: Nur Transporter,14
3077,246,2-MUC: Nur Transporter,14
3078,246,2-MUC: Nur Transporter,14
3079,246,2-MUC: Nur Transporter,14
3080,246,2-MUC: Nur Transporter,14
3081,294,2-MUC: Nur Transporter,14
3082,294,2-MUC: Nur Transporter,14
3083,294,2-MUC: Nur Transporter,14
3084,294,2-MUC: Nur Transporter,14
3085,243,2-MUC: Nur Transporter,14
3086,243,2-MUC: Nur Transporter,14
3087,243,2-MUC: Nur Transporter,14
3088,243,2-MUC: Nur Transporter,14
3089,291,2-MUC: Nur Transporter,14
3090,291,2-MUC: Nur Transporter,14
3091,291,2-MUC: Nur Transporter,14
3092,291,2-MUC: Nur Transporter,14
3095,144,2-MUC: Nur Transporter,14
3096,144,2-MUC: Nur Transporter,14
3097,144,2-MUC: Nur Transporter,14
3098,144,2-MUC: Nur Transporter,14
3099,144,2-MUC: Nur Transporter,14
3100,144,2-MUC: Nur Transporter,14
3101,144,2-MUC: Nur Transporter,14
3102,192,2-MUC: Nur Transporter,14
3103,144,2-MUC: Nur Transporter,14
3104,192,2-MUC: Nur Transporter,14
3105,192,2-MUC: Nur Transporter,14
3106,192,2-MUC: Nur Transporter,14
3107,192,2-MUC: Nur Transporter,14
3108,192,2-MUC: Nur Transporter,14
3109,144,2-MUC: Nur Transporter,14
3110,192,2-MUC: Nur Transporter,14
3111,144,2-MUC: Nur Transporter,14
3112,192,2-MUC: Nur Transporter,14
3113,192,2-MUC: Nur Transporter,14
3114,192,2-MUC: Nur Transporter,14
3115,192,2-MUC: Nur Transporter,14
3116,192,2-MUC: Nur Transporter,14
3117,192,2-MUC: Nur Transporter,14
3118,192,2-MUC: Nur Transporter,14
3119,237,2-MUC: Nur Transporter,14
3120,240,2-MUC: Nur Transporter,14
3121,240,2-MUC: Nur Transporter,14
3122,240,2-MUC: Nur Transporter,14
3123,240,2-MUC: Nur Transporter,14
3124,288,2-MUC: Nur Transporter,14
3125,288,2-MUC: Nur Transporter,14
3126,288,2-MUC: Nur Transporter,14
3127,288,2-MUC: Nur Transporter,14
3128,240,2-MUC: Nur Transporter,14
3129,240,2-MUC: Nur Transporter,14
3130,237,2-MUC: Nur Transporter,14
3131,237,2-MUC: Nur Transporter,14
3132,288,2-MUC: Nur Transporter,14
3133,288,2-MUC: Nur Transporter,14
3134,285,2-MUC: Nur Transporter,14
3135,285,2-MUC: Nur Transporter,14
3136,237,2-MUC: Nur Transporter,14
3137,237,2-MUC: Nur Transporter,14
3138,237,2-MUC: Nur Transporter,14
3202,318,2-MUC: Nur Transporter,14
3203,366,2-MUC: Nur Transporter,14
3204,318,2-MUC: Nur Transporter,14
3205,318,2-MUC: Nur Transporter,14
3206,318,2-MUC: Nur Transporter,14
3207,318,2-MUC: Nur Transporter,14
3208,366,2-MUC: Nur Transporter,14
3209,366,2-MUC: Nur Transporter,14
3210,315,2-MUC: Nur Transporter,14
3211,363,2-MUC: Nur Transporter,14
3212,315,2-MUC: Nur Transporter,14
3213,363,2-MUC: Nur Transporter,14
3214,363,2-MUC: Nur Transporter,14
3215,363,2-MUC: Nur Transporter,14
3216,363,2-MUC: Nur Transporter,14
3217,363,2-MUC: Nur Transporter,14
3218,408,2-MUC: Nur Transporter,14
3219,363,2-MUC: Nur Transporter,14
3220,363,2-MUC: Nur Transporter,14
3221,363,2-MUC: Nur Transporter,14
3222,363,2-MUC: Nur Transporter,14
3223,408,2-MUC: Nur Transporter,14
3224,411,2-MUC: Nur Transporter,14
3225,411,2-MUC: Nur Transporter,14
3226,411,2-MUC: Nur Transporter,14
3227,411,2-MUC: Nur Transporter,14
3228,456,2-MUC: Nur Transporter,14
3229,456,2-MUC: Nur Transporter,14
3230,456,2-MUC: Nur Transporter,14
3231,456,2-MUC: Nur Transporter,14
3232,456,2-MUC: Nur Transporter,14
3233,456,2-MUC: Nur Transporter,14
3234,456,2-MUC: Nur Transporter,14
3235,408,2-MUC: Nur Transporter,14
3236,408,2-MUC: Nur Transporter,14
3237,408,2-MUC: Nur Transporter,14
3238,408,2-MUC: Nur Transporter,14
3239,408,2-MUC: Nur Transporter,14
3240,408,2-MUC: Nur Transporter,14
3241,408,2-MUC: Nur Transporter,14
3242,408,2-MUC: Nur Transporter,14
3243,408,2-MUC: Nur Transporter,14
3244,408,2-MUC: Nur Transporter,14
3245,453,2-MUC: Nur Transporter,14
3246,453,2-MUC: Nur Transporter,14
3247,453,2-MUC: Nur Transporter,14
3248,453,2-MUC: Nur Transporter,14
3249,453,2-MUC: Nur Transporter,14
3250,453,2-MUC: Nur Transporter,14
3251,453,2-MUC: Nur Transporter,14
3252,453,2-MUC: Nur Transporter,14
3253,453,2-MUC: Nur Transporter,14
3254,453,2-MUC: Nur Transporter,14
3255,453,2-MUC: Nur Transporter,14
3256,453,2-MUC: Nur Transporter,14
3257,453,2-MUC: Nur Transporter,14
3258,312,2-MUC: Nur Transporter,14
3259,363,2-MUC: Nur Transporter,14
3260,363,2-MUC: Nur Transporter,14
3261,360,2-MUC: Nur Transporter,14
3262,360,2-MUC: Nur Transporter,14
3263,312,2-MUC: Nur Transporter,14
3264,312,2-MUC: Nur Transporter,14
3265,312,2-MUC: Nur Transporter,14
3266,312,2-MUC: Nur Transporter,14
3267,360,2-MUC: Nur Transporter,14
3268,360,2-MUC: Nur Transporter,14
3269,360,2-MUC: Nur Transporter,14
3270,360,2-MUC: Nur Transporter,14
3271,363,2-MUC: Nur Transporter,14
3272,363,2-MUC: Nur Transporter,14
3273,360,2-MUC: Nur Transporter,14
3274,360,2-MUC: Nur Transporter,14
3275,405,2-MUC: Nur Transporter,14
3276,360,2-MUC: Nur Transporter,14
3277,360,2-MUC: Nur Transporter,14
3278,360,2-MUC: Nur Transporter,14
3279,360,2-MUC: Nur Transporter,14
3280,360,2-MUC: Nur Transporter,14
3281,405,2-MUC: Nur Transporter,14
3282,360,2-MUC: Nur Transporter,14
3283,405,2-MUC: Nur Transporter,14
3284,312,2-MUC: Nur Transporter,14
3285,312,2-MUC: Nur Transporter,14
3286,312,2-MUC: Nur Transporter,14
3287,312,2-MUC: Nur Transporter,14
3288,360,2-MUC: Nur Transporter,14
3289,360,2-MUC: Nur Transporter,14
3290,360,2-MUC: Nur Transporter,14
3291,360,2-MUC: Nur Transporter,14
3292,309,2-MUC: Nur Transporter,14
3293,309,2-MUC: Nur Transporter,14
3294,309,2-MUC: Nur Transporter,14
3295,309,2-MUC: Nur Transporter,14
3296,357,2-MUC: Nur Transporter,14
3297,357,2-MUC: Nur Transporter,14
3298,357,2-MUC: Nur Transporter,14
3299,357,2-MUC: Nur Transporter,14
3300,360,2-MUC: Nur Transporter,14
3301,405,2-MUC: Nur Transporter,14
3302,357,2-MUC: Nur Transporter,14
3303,357,2-MUC: Nur Transporter,14
3304,357,2-MUC: Nur Transporter,14
3305,357,2-MUC: Nur Transporter,14
3306,357,2-MUC: Nur Transporter,14
3307,402,2-MUC: Nur Transporter,14
3308,357,2-MUC: Nur Transporter,14
3309,402,2-MUC: Nur Transporter,14
3310,405,2-MUC: Nur Transporter,14
3311,408,2-MUC: Nur Transporter,14
3312,408,2-MUC: Nur Transporter,14
3313,405,2-MUC: Nur Transporter,14
3314,405,2-MUC: Nur Transporter,14
3315,405,2-MUC: Nur Transporter,14
3316,405,2-MUC: Nur Transporter,14
3317,405,2-MUC: Nur Transporter,14
3318,405,2-MUC: Nur Transporter,14
3319,405,2-MUC: Nur Transporter,14
3320,453,2-MUC: Nur Transporter,14
3321,453,2-MUC: Nur Transporter,14
3322,450,2-MUC: Nur Transporter,14
3323,450,2-MUC: Nur Transporter,14
3324,453,2-MUC: Nur Transporter,14
3325,453,2-MUC: Nur Transporter,14
3326,450,2-MUC: Nur Transporter,14
3327,450,2-MUC: Nur Transporter,14
3328,450,2-MUC: Nur Transporter,14
3329,450,2-MUC: Nur Transporter,14
3330,450,2-MUC: Nur Transporter,14
3331,450,2-MUC: Nur Transporter,14
3332,450,2-MUC: Nur Transporter,14
3333,450,2-MUC: Nur Transporter,14
3334,450,2-MUC: Nur Transporter,14
3335,450,2-MUC: Nur Transporter,14
3336,405,2-MUC: Nur Transporter,14
3337,405,2-MUC: Nur Transporter,14
3338,405,2-MUC: Nur Transporter,14
3339,405,2-MUC: Nur Transporter,14
3340,405,2-MUC: Nur Transporter,14
3341,405,2-MUC: Nur Transporter,14
3342,405,2-MUC: Nur Transporter,14
3343,405,2-MUC: Nur Transporter,14
3344,402,2-MUC: Nur Transporter,14
3345,402,2-MUC: Nur Transporter,14
3346,402,2-MUC: Nur Transporter,14
3347,402,2-MUC: Nur Transporter,14
3348,402,2-MUC: Nur Transporter,14
3349,402,2-MUC: Nur Transporter,14
3350,402,2-MUC: Nur Transporter,14
3351,402,2-MUC: Nur Transporter,14
3352,450,2-MUC: Nur Transporter,14
3353,450,2-MUC: Nur Transporter,14
3354,450,2-MUC: Nur Transporter,14
3355,450,2-MUC: Nur Transporter,14
3356,450,2-MUC: Nur Transporter,14
3357,450,2-MUC: Nur Transporter,14
3358,450,2-MUC: Nur Transporter,14
3359,450,2-MUC: Nur Transporter,14
3360,447,2-MUC: Nur Transporter,14
3361,447,2-MUC: Nur Transporter,14
3362,447,2-MUC: Nur Transporter,14
3363,447,2-MUC: Nur Transporter,14
3364,447,2-MUC: Nur Transporter,14
3365,447,2-MUC: Nur Transporter,14
3366,447,2-MUC: Nur Transporter,14
3367,447,2-MUC: Nur Transporter,14
3368,501,2-MUC: Nur Transporter,14
3369,501,2-MUC: Nur Transporter,14
3370,501,2-MUC: Nur Transporter,14
3371,501,2-MUC: Nur Transporter,14
3372,501,2-MUC: Nur Transporter,14
3373,501,2-MUC: Nur Transporter,14
3374,501,2-MUC: Nur Transporter,14
3375,501,2-MUC: Nur Transporter,14
3376,543,2-MUC: Nur Transporter,14
3377,501,2-MUC: Nur Transporter,14
3378,543,2-MUC: Nur Transporter,14
3379,453,2-MUC: Nur Transporter,14
3380,498,2-MUC: Nur Transporter,14
3381,453,2-MUC: Nur Transporter,14
3382,498,2-MUC: Nur Transporter,14
3383,498,2-MUC: Nur Transporter,14
3384,498,2-MUC: Nur Transporter,14
3385,498,2-MUC: Nur Transporter,14
3386,498,2-MUC: Nur Transporter,14
3387,453,2-MUC: Nur Transporter,14
3388,498,2-MUC: Nur Transporter,14
3389,453,2-MUC: Nur Transporter,14
3390,498,2-MUC: Nur Transporter,14
3391,498,2-MUC: Nur Transporter,14
3392,498,2-MUC: Nur Transporter,14
3393,498,2-MUC: Nur Transporter,14
3394,498,2-MUC: Nur Transporter,14
3395,498,2-MUC: Nur Transporter,14
3396,498,2-MUC: Nur Transporter,14
3397,498,2-MUC: Nur Transporter,14
3398,498,2-MUC: Nur Transporter,14
3399,540,2-MUC: Nur Transporter,14
3400,498,2-MUC: Nur Transporter,14
3401,498,2-MUC: Nur Transporter,14
3402,498,2-MUC: Nur Transporter,14
3403,498,2-MUC: Nur Transporter,14
3404,540,2-MUC: Nur Transporter,14
3405,543,2-MUC: Nur Transporter,14
3406,582,2-MUC: Nur Transporter,14
3407,543,2-MUC: Nur Transporter,14
3408,582,2-MUC: Nur Transporter,14
3409,582,2-MUC: Nur Transporter,14
3410,540,2-MUC: Nur Transporter,14
3411,579,2-MUC: Nur Transporter,14
3412,540,2-MUC: Nur Transporter,14
3413,579,2-MUC: Nur Transporter,14
3414,579,2-MUC: Nur Transporter,14
3415,453,2-MUC: Nur Transporter,14
3416,498,2-MUC: Nur Transporter,14
3417,450,2-MUC: Nur Transporter,14
3418,495,2-MUC: Nur Transporter,14
3419,498,2-MUC: Nur Transporter,14
3420,498,2-MUC: Nur Transporter,14
3421,495,2-MUC: Nur Transporter,14
3422,495,2-MUC: Nur Transporter,14
3423,450,2-MUC: Nur Transporter,14
3424,495,2-MUC: Nur Transporter,14
3425,450,2-MUC: Nur Transporter,14
3426,495,2-MUC: Nur Transporter,14
3427,495,2-MUC: Nur Transporter,14
3428,495,2-MUC: Nur Transporter,14
3429,537,2-MUC: Nur Transporter,14
3430,495,2-MUC: Nur Transporter,14
3431,537,2-MUC: Nur Transporter,14
3432,450,2-MUC: Nur Transporter,14
3433,495,2-MUC: Nur Transporter,14
3434,450,2-MUC: Nur Transporter,14
3435,495,2-MUC: Nur Transporter,14
3436,495,2-MUC: Nur Transporter,14
3437,447,2-MUC: Nur Transporter,14
3438,492,2-MUC: Nur Transporter,14
3439,447,2-MUC: Nur Transporter,14
3440,492,2-MUC: Nur Transporter,14
3441,492,2-MUC: Nur Transporter,14
3442,495,2-MUC: Nur Transporter,14
3443,537,2-MUC: Nur Transporter,14
3444,492,2-MUC: Nur Transporter,14
3445,534,2-MUC: Nur Transporter,14
3446,537,2-MUC: Nur Transporter,14
3447,576,2-MUC: Nur Transporter,14
3448,576,2-MUC: Nur Transporter,14
3449,576,2-MUC: Nur Transporter,14
3450,576,2-MUC: Nur Transporter,14
3451,537,2-MUC: Nur Transporter,14
3452,576,2-MUC: Nur Transporter,14
3453,534,2-MUC: Nur Transporter,14
3454,573,2-MUC: Nur Transporter,14
3455,576,2-MUC: Nur Transporter,14
3456,576,2-MUC: Nur Transporter,14
3457,573,2-MUC: Nur Transporter,14
3458,573,2-MUC: Nur Transporter,14
3459,309,2-MUC: Nur Transporter,14
3460,357,2-MUC: Nur Transporter,14
3461,357,2-MUC: Nur Transporter,14
3462,357,2-MUC: Nur Transporter,14
3463,357,2-MUC: Nur Transporter,14
3464,306,2-MUC: Nur Transporter,14
3465,354,2-MUC: Nur Transporter,14
3466,357,2-MUC: Nur Transporter,14
