micro_zone,microDepotId,scenario,dc
3467,402,2-MUC: Nur Transporter,14
3468,354,2-MUC: Nur Transporter,14
3469,399,2-MUC: Nur Transporter,14
3470,306,2-MUC: Nur Transporter,14
3471,306,2-MUC: Nur Transporter,14
3472,306,2-MUC: Nur Transporter,14
3473,306,2-MUC: Nur Transporter,14
3474,354,2-MUC: Nur Transporter,14
3475,354,2-MUC: Nur Transporter,14
3476,354,2-MUC: Nur Transporter,14
3477,354,2-MUC: Nur Transporter,14
3478,306,2-MUC: Nur Transporter,14
3479,306,2-MUC: Nur Transporter,14
3480,306,2-MUC: Nur Transporter,14
3481,306,2-MUC: Nur Transporter,14
3482,354,2-MUC: Nur Transporter,14
3483,354,2-MUC: Nur Transporter,14
3484,354,2-MUC: Nur Transporter,14
3485,354,2-MUC: Nur Transporter,14
3486,354,2-MUC: Nur Transporter,14
3487,354,2-MUC: Nur Transporter,14
3488,354,2-MUC: Nur Transporter,14
3489,354,2-MUC: Nur Transporter,14
3490,399,2-MUC: Nur Transporter,14
3491,354,2-MUC: Nur Transporter,14
3492,354,2-MUC: Nur Transporter,14
3493,354,2-MUC: Nur Transporter,14
3494,354,2-MUC: Nur Transporter,14
3495,399,2-MUC: Nur Transporter,14
3496,402,2-MUC: Nur Transporter,14
3497,402,2-MUC: Nur Transporter,14
3498,399,2-MUC: Nur Transporter,14
3499,399,2-MUC: Nur Transporter,14
3500,447,2-MUC: Nur Transporter,14
3501,447,2-MUC: Nur Transporter,14
3502,444,2-MUC: Nur Transporter,14
3503,444,2-MUC: Nur Transporter,14
3504,399,2-MUC: Nur Transporter,14
3505,399,2-MUC: Nur Transporter,14
3506,399,2-MUC: Nur Transporter,14
3507,399,2-MUC: Nur Transporter,14
3508,444,2-MUC: Nur Transporter,14
3509,444,2-MUC: Nur Transporter,14
3510,444,2-MUC: Nur Transporter,14
3511,444,2-MUC: Nur Transporter,14
3512,303,2-MUC: Nur Transporter,14
3513,351,2-MUC: Nur Transporter,14
3514,303,2-MUC: Nur Transporter,14
3515,351,2-MUC: Nur Transporter,14
3516,351,2-MUC: Nur Transporter,14
3517,351,2-MUC: Nur Transporter,14
3518,351,2-MUC: Nur Transporter,14
3519,351,2-MUC: Nur Transporter,14
3520,396,2-MUC: Nur Transporter,14
3521,351,2-MUC: Nur Transporter,14
3522,396,2-MUC: Nur Transporter,14
3523,303,2-MUC: Nur Transporter,14
3524,303,2-MUC: Nur Transporter,14
3525,300,2-MUC: Nur Transporter,14
3526,300,2-MUC: Nur Transporter,14
3527,351,2-MUC: Nur Transporter,14
3528,351,2-MUC: Nur Transporter,14
3529,348,2-MUC: Nur Transporter,14
3530,348,2-MUC: Nur Transporter,14
3531,300,2-MUC: Nur Transporter,14
3532,300,2-MUC: Nur Transporter,14
3533,300,2-MUC: Nur Transporter,14
3534,300,2-MUC: Nur Transporter,14
3535,348,2-MUC: Nur Transporter,14
3536,348,2-MUC: Nur Transporter,14
3537,348,2-MUC: Nur Transporter,14
3538,348,2-MUC: Nur Transporter,14
3539,351,2-MUC: Nur Transporter,14
3540,351,2-MUC: Nur Transporter,14
3541,348,2-MUC: Nur Transporter,14
3542,348,2-MUC: Nur Transporter,14
3543,351,2-MUC: Nur Transporter,14
3544,396,2-MUC: Nur Transporter,14
3545,348,2-MUC: Nur Transporter,14
3546,393,2-MUC: Nur Transporter,14
3547,348,2-MUC: Nur Transporter,14
3548,348,2-MUC: Nur Transporter,14
3549,348,2-MUC: Nur Transporter,14
3550,348,2-MUC: Nur Transporter,14
3551,393,2-MUC: Nur Transporter,14
3552,396,2-MUC: Nur Transporter,14
3553,396,2-MUC: Nur Transporter,14
3554,396,2-MUC: Nur Transporter,14
3555,396,2-MUC: Nur Transporter,14
3556,396,2-MUC: Nur Transporter,14
3557,396,2-MUC: Nur Transporter,14
3558,396,2-MUC: Nur Transporter,14
3559,396,2-MUC: Nur Transporter,14
3560,396,2-MUC: Nur Transporter,14
3561,396,2-MUC: Nur Transporter,14
3562,441,2-MUC: Nur Transporter,14
3563,441,2-MUC: Nur Transporter,14
3564,441,2-MUC: Nur Transporter,14
3565,441,2-MUC: Nur Transporter,14
3566,441,2-MUC: Nur Transporter,14
3567,441,2-MUC: Nur Transporter,14
3568,441,2-MUC: Nur Transporter,14
3569,441,2-MUC: Nur Transporter,14
3570,441,2-MUC: Nur Transporter,14
3571,441,2-MUC: Nur Transporter,14
3572,441,2-MUC: Nur Transporter,14
3573,441,2-MUC: Nur Transporter,14
3574,441,2-MUC: Nur Transporter,14
3575,396,2-MUC: Nur Transporter,14
3576,396,2-MUC: Nur Transporter,14
3577,393,2-MUC: Nur Transporter,14
3578,393,2-MUC: Nur Transporter,14
3579,396,2-MUC: Nur Transporter,14
3580,396,2-MUC: Nur Transporter,14
3581,393,2-MUC: Nur Transporter,14
3582,393,2-MUC: Nur Transporter,14
3583,393,2-MUC: Nur Transporter,14
3584,393,2-MUC: Nur Transporter,14
3585,393,2-MUC: Nur Transporter,14
3586,393,2-MUC: Nur Transporter,14
3587,393,2-MUC: Nur Transporter,14
3588,441,2-MUC: Nur Transporter,14
3589,441,2-MUC: Nur Transporter,14
3590,438,2-MUC: Nur Transporter,14
3591,438,2-MUC: Nur Transporter,14
3592,438,2-MUC: Nur Transporter,14
3593,438,2-MUC: Nur Transporter,14
3594,438,2-MUC: Nur Transporter,14
3595,438,2-MUC: Nur Transporter,14
3596,438,2-MUC: Nur Transporter,14
3597,438,2-MUC: Nur Transporter,14
3598,492,2-MUC: Nur Transporter,14
3599,492,2-MUC: Nur Transporter,14
3600,489,2-MUC: Nur Transporter,14
3601,489,2-MUC: Nur Transporter,14
3602,492,2-MUC: Nur Transporter,14
3603,534,2-MUC: Nur Transporter,14
3604,534,2-MUC: Nur Transporter,14
3605,534,2-MUC: Nur Transporter,14
3606,534,2-MUC: Nur Transporter,14
3607,492,2-MUC: Nur Transporter,14
3608,492,2-MUC: Nur Transporter,14
3609,489,2-MUC: Nur Transporter,14
3610,489,2-MUC: Nur Transporter,14
3611,531,2-MUC: Nur Transporter,14
3612,489,2-MUC: Nur Transporter,14
3613,489,2-MUC: Nur Transporter,14
3614,444,2-MUC: Nur Transporter,14
3615,489,2-MUC: Nur Transporter,14
3616,444,2-MUC: Nur Transporter,14
3617,489,2-MUC: Nur Transporter,14
3618,489,2-MUC: Nur Transporter,14
3619,489,2-MUC: Nur Transporter,14
3620,489,2-MUC: Nur Transporter,14
3621,489,2-MUC: Nur Transporter,14
3622,489,2-MUC: Nur Transporter,14
3623,489,2-MUC: Nur Transporter,14
3624,489,2-MUC: Nur Transporter,14
3625,489,2-MUC: Nur Transporter,14
3626,531,2-MUC: Nur Transporter,14
3627,489,2-MUC: Nur Transporter,14
3628,531,2-MUC: Nur Transporter,14
3629,534,2-MUC: Nur Transporter,14
3630,573,2-MUC: Nur Transporter,14
3631,531,2-MUC: Nur Transporter,14
3632,570,2-MUC: Nur Transporter,14
3633,573,2-MUC: Nur Transporter,14
3634,573,2-MUC: Nur Transporter,14
3635,570,2-MUC: Nur Transporter,14
3636,570,2-MUC: Nur Transporter,14
3637,531,2-MUC: Nur Transporter,14
3638,570,2-MUC: Nur Transporter,14
3639,531,2-MUC: Nur Transporter,14
3640,531,2-MUC: Nur Transporter,14
3641,531,2-MUC: Nur Transporter,14
3642,531,2-MUC: Nur Transporter,14
3643,531,2-MUC: Nur Transporter,14
3644,570,2-MUC: Nur Transporter,14
3645,531,2-MUC: Nur Transporter,14
3646,570,2-MUC: Nur Transporter,14
3647,570,2-MUC: Nur Transporter,14
3648,570,2-MUC: Nur Transporter,14
3649,570,2-MUC: Nur Transporter,14
3650,570,2-MUC: Nur Transporter,14
3651,570,2-MUC: Nur Transporter,14
3652,570,2-MUC: Nur Transporter,14
3653,570,2-MUC: Nur Transporter,14
3654,570,2-MUC: Nur Transporter,14
3655,570,2-MUC: Nur Transporter,14
3656,570,2-MUC: Nur Transporter,14
3657,570,2-MUC: Nur Transporter,14
3658,570,2-MUC: Nur Transporter,14
3659,570,2-MUC: Nur Transporter,14
3660,441,2-MUC: Nur Transporter,14
3661,486,2-MUC: Nur Transporter,14
3662,441,2-MUC: Nur Transporter,14
3663,486,2-MUC: Nur Transporter,14
3664,486,2-MUC: Nur Transporter,14
3665,441,2-MUC: Nur Transporter,14
3666,486,2-MUC: Nur Transporter,14
3667,441,2-MUC: Nur Transporter,14
3668,486,2-MUC: Nur Transporter,14
3669,486,2-MUC: Nur Transporter,14
3670,486,2-MUC: Nur Transporter,14
3671,528,2-MUC: Nur Transporter,14
3672,528,2-MUC: Nur Transporter,14
3673,528,2-MUC: Nur Transporter,14
3674,528,2-MUC: Nur Transporter,14
3675,486,2-MUC: Nur Transporter,14
3676,486,2-MUC: Nur Transporter,14
3677,486,2-MUC: Nur Transporter,14
3678,486,2-MUC: Nur Transporter,14
3679,528,2-MUC: Nur Transporter,14
3680,528,2-MUC: Nur Transporter,14
3681,528,2-MUC: Nur Transporter,14
3682,528,2-MUC: Nur Transporter,14
3683,441,2-MUC: Nur Transporter,14
3684,486,2-MUC: Nur Transporter,14
3685,438,2-MUC: Nur Transporter,14
3686,483,2-MUC: Nur Transporter,14
3687,483,2-MUC: Nur Transporter,14
3688,438,2-MUC: Nur Transporter,14
3689,483,2-MUC: Nur Transporter,14
3690,438,2-MUC: Nur Transporter,14
3691,483,2-MUC: Nur Transporter,14
3692,483,2-MUC: Nur Transporter,14
3693,486,2-MUC: Nur Transporter,14
3694,486,2-MUC: Nur Transporter,14
3695,483,2-MUC: Nur Transporter,14
3696,483,2-MUC: Nur Transporter,14
3697,528,2-MUC: Nur Transporter,14
3698,528,2-MUC: Nur Transporter,14
3699,525,2-MUC: Nur Transporter,14
3700,525,2-MUC: Nur Transporter,14
3701,483,2-MUC: Nur Transporter,14
3702,525,2-MUC: Nur Transporter,14
3703,528,2-MUC: Nur Transporter,14
3704,528,2-MUC: Nur Transporter,14
3705,528,2-MUC: Nur Transporter,14
3706,528,2-MUC: Nur Transporter,14
3707,528,2-MUC: Nur Transporter,14
3708,567,2-MUC: Nur Transporter,14
3709,528,2-MUC: Nur Transporter,14
3710,567,2-MUC: Nur Transporter,14
3711,528,2-MUC: Nur Transporter,14
3712,528,2-MUC: Nur Transporter,14
3713,528,2-MUC: Nur Transporter,14
3714,528,2-MUC: Nur Transporter,14
3715,528,2-MUC: Nur Transporter,14
3716,567,2-MUC: Nur Transporter,14
3717,528,2-MUC: Nur Transporter,14
3718,567,2-MUC: Nur Transporter,14
3719,567,2-MUC: Nur Transporter,14
3720,567,2-MUC: Nur Transporter,14
3721,567,2-MUC: Nur Transporter,14
3722,567,2-MUC: Nur Transporter,14
3723,567,2-MUC: Nur Transporter,14
3724,567,2-MUC: Nur Transporter,14
3725,567,2-MUC: Nur Transporter,14
3726,525,2-MUC: Nur Transporter,14
3727,564,2-MUC: Nur Transporter,14
3728,525,2-MUC: Nur Transporter,14
3729,564,2-MUC: Nur Transporter,14
3730,564,2-MUC: Nur Transporter,14
3731,567,2-MUC: Nur Transporter,14
3732,567,2-MUC: Nur Transporter,14
3733,564,2-MUC: Nur Transporter,14
3734,564,2-MUC: Nur Transporter,14
3735,564,2-MUC: Nur Transporter,14
3736,564,2-MUC: Nur Transporter,14
3738,621,2-MUC: Nur Transporter,14
3739,621,2-MUC: Nur Transporter,14
3740,621,2-MUC: Nur Transporter,14
3741,621,2-MUC: Nur Transporter,14
3742,621,2-MUC: Nur Transporter,14
3743,654,2-MUC: Nur Transporter,14
3744,618,2-MUC: Nur Transporter,14
3745,618,2-MUC: Nur Transporter,14
3746,618,2-MUC: Nur Transporter,14
3747,618,2-MUC: Nur Transporter,14
3748,654,2-MUC: Nur Transporter,14
3749,654,2-MUC: Nur Transporter,14
3750,654,2-MUC: Nur Transporter,14
3751,654,2-MUC: Nur Transporter,14
3752,654,2-MUC: Nur Transporter,14
3753,654,2-MUC: Nur Transporter,14
3754,654,2-MUC: Nur Transporter,14
3755,654,2-MUC: Nur Transporter,14
3757,654,2-MUC: Nur Transporter,14
3758,654,2-MUC: Nur Transporter,14
3759,654,2-MUC: Nur Transporter,14
3760,654,2-MUC: Nur Transporter,14
3762,687,2-MUC: Nur Transporter,14
3763,615,2-MUC: Nur Transporter,14
3764,615,2-MUC: Nur Transporter,14
3765,615,2-MUC: Nur Transporter,14
3766,615,2-MUC: Nur Transporter,14
3767,651,2-MUC: Nur Transporter,14
3768,651,2-MUC: Nur Transporter,14
3769,651,2-MUC: Nur Transporter,14
3770,651,2-MUC: Nur Transporter,14
3771,615,2-MUC: Nur Transporter,14
3772,615,2-MUC: Nur Transporter,14
3773,612,2-MUC: Nur Transporter,14
3774,612,2-MUC: Nur Transporter,14
3775,651,2-MUC: Nur Transporter,14
3776,651,2-MUC: Nur Transporter,14
3777,648,2-MUC: Nur Transporter,14
3778,648,2-MUC: Nur Transporter,14
3779,651,2-MUC: Nur Transporter,14
3780,687,2-MUC: Nur Transporter,14
3781,651,2-MUC: Nur Transporter,14
3782,687,2-MUC: Nur Transporter,14
3783,687,2-MUC: Nur Transporter,14
3784,651,2-MUC: Nur Transporter,14
3785,687,2-MUC: Nur Transporter,14
3786,648,2-MUC: Nur Transporter,14
3787,684,2-MUC: Nur Transporter,14
3788,687,2-MUC: Nur Transporter,14
3789,687,2-MUC: Nur Transporter,14
3790,684,2-MUC: Nur Transporter,14
3791,711,2-MUC: Nur Transporter,14
3798,612,2-MUC: Nur Transporter,14
3799,612,2-MUC: Nur Transporter,14
3800,609,2-MUC: Nur Transporter,14
3801,609,2-MUC: Nur Transporter,14
3802,648,2-MUC: Nur Transporter,14
3803,648,2-MUC: Nur Transporter,14
3804,645,2-MUC: Nur Transporter,14
3805,645,2-MUC: Nur Transporter,14
3806,609,2-MUC: Nur Transporter,14
3807,609,2-MUC: Nur Transporter,14
3808,609,2-MUC: Nur Transporter,14
3809,609,2-MUC: Nur Transporter,14
3810,609,2-MUC: Nur Transporter,14
3811,609,2-MUC: Nur Transporter,14
3812,609,2-MUC: Nur Transporter,14
3813,645,2-MUC: Nur Transporter,14
3814,648,2-MUC: Nur Transporter,14
3815,684,2-MUC: Nur Transporter,14
3816,645,2-MUC: Nur Transporter,14
3817,681,2-MUC: Nur Transporter,14
3818,684,2-MUC: Nur Transporter,14
3819,711,2-MUC: Nur Transporter,14
3820,681,2-MUC: Nur Transporter,14
3821,708,2-MUC: Nur Transporter,14
3822,681,2-MUC: Nur Transporter,14
3823,681,2-MUC: Nur Transporter,14
3824,606,2-MUC: Nur Transporter,14
3825,606,2-MUC: Nur Transporter,14
3826,606,2-MUC: Nur Transporter,14
3827,606,2-MUC: Nur Transporter,14
3828,606,2-MUC: Nur Transporter,14
3829,606,2-MUC: Nur Transporter,14
3830,606,2-MUC: Nur Transporter,14
3831,606,2-MUC: Nur Transporter,14
3832,606,2-MUC: Nur Transporter,14
3833,606,2-MUC: Nur Transporter,14
3834,642,2-MUC: Nur Transporter,14
3835,642,2-MUC: Nur Transporter,14
3836,606,2-MUC: Nur Transporter,14
3837,642,2-MUC: Nur Transporter,14
3838,606,2-MUC: Nur Transporter,14
3839,642,2-MUC: Nur Transporter,14
3840,642,2-MUC: Nur Transporter,14
3841,603,2-MUC: Nur Transporter,14
3842,603,2-MUC: Nur Transporter,14
3843,603,2-MUC: Nur Transporter,14
3844,603,2-MUC: Nur Transporter,14
3845,639,2-MUC: Nur Transporter,14
3846,639,2-MUC: Nur Transporter,14
3847,639,2-MUC: Nur Transporter,14
3848,639,2-MUC: Nur Transporter,14
3849,642,2-MUC: Nur Transporter,14
3850,678,2-MUC: Nur Transporter,14
3851,642,2-MUC: Nur Transporter,14
3852,678,2-MUC: Nur Transporter,14
3853,678,2-MUC: Nur Transporter,14
3854,705,2-MUC: Nur Transporter,14
3855,678,2-MUC: Nur Transporter,14
3856,705,2-MUC: Nur Transporter,14
3857,642,2-MUC: Nur Transporter,14
3858,642,2-MUC: Nur Transporter,14
3859,639,2-MUC: Nur Transporter,14
3860,639,2-MUC: Nur Transporter,14
3861,675,2-MUC: Nur Transporter,14
3862,639,2-MUC: Nur Transporter,14
3863,675,2-MUC: Nur Transporter,14
3864,675,2-MUC: Nur Transporter,14
3865,702,2-MUC: Nur Transporter,14
3866,675,2-MUC: Nur Transporter,14
3867,702,2-MUC: Nur Transporter,14
3868,711,2-MUC: Nur Transporter,14
3869,711,2-MUC: Nur Transporter,14
3870,708,2-MUC: Nur Transporter,14
3871,708,2-MUC: Nur Transporter,14
3873,726,2-MUC: Nur Transporter,14
3874,708,2-MUC: Nur Transporter,14
3875,708,2-MUC: Nur Transporter,14
3876,708,2-MUC: Nur Transporter,14
3877,708,2-MUC: Nur Transporter,14
3878,726,2-MUC: Nur Transporter,14
3881,738,2-MUC: Nur Transporter,14
3882,738,2-MUC: Nur Transporter,14
3883,738,2-MUC: Nur Transporter,14
3884,738,2-MUC: Nur Transporter,14
3885,738,2-MUC: Nur Transporter,14
3886,705,2-MUC: Nur Transporter,14
3887,705,2-MUC: Nur Transporter,14
3888,705,2-MUC: Nur Transporter,14
3889,705,2-MUC: Nur Transporter,14
3890,723,2-MUC: Nur Transporter,14
3891,723,2-MUC: Nur Transporter,14
3892,723,2-MUC: Nur Transporter,14
3893,723,2-MUC: Nur Transporter,14
3894,702,2-MUC: Nur Transporter,14
3895,702,2-MUC: Nur Transporter,14
3896,702,2-MUC: Nur Transporter,14
3897,702,2-MUC: Nur Transporter,14
3898,720,2-MUC: Nur Transporter,14
3899,720,2-MUC: Nur Transporter,14
3900,720,2-MUC: Nur Transporter,14
3901,720,2-MUC: Nur Transporter,14
3902,735,2-MUC: Nur Transporter,14
3903,735,2-MUC: Nur Transporter,14
3904,735,2-MUC: Nur Transporter,14
3905,735,2-MUC: Nur Transporter,14
3906,735,2-MUC: Nur Transporter,14
3907,735,2-MUC: Nur Transporter,14
3908,735,2-MUC: Nur Transporter,14
3909,735,2-MUC: Nur Transporter,14
3910,735,2-MUC: Nur Transporter,14
3911,735,2-MUC: Nur Transporter,14
3912,735,2-MUC: Nur Transporter,14
3913,735,2-MUC: Nur Transporter,14
3914,735,2-MUC: Nur Transporter,14
3915,735,2-MUC: Nur Transporter,14
3916,735,2-MUC: Nur Transporter,14
3918,735,2-MUC: Nur Transporter,14
3920,720,2-MUC: Nur Transporter,14
3921,300,2-MUC: Nur Transporter,14
3922,300,2-MUC: Nur Transporter,14
3923,300,2-MUC: Nur Transporter,14
3924,300,2-MUC: Nur Transporter,14
3925,348,2-MUC: Nur Transporter,14
3926,348,2-MUC: Nur Transporter,14
3927,348,2-MUC: Nur Transporter,14
3928,348,2-MUC: Nur Transporter,14
3929,297,2-MUC: Nur Transporter,14
3930,297,2-MUC: Nur Transporter,14
3931,297,2-MUC: Nur Transporter,14
3932,297,2-MUC: Nur Transporter,14
3933,345,2-MUC: Nur Transporter,14
3934,348,2-MUC: Nur Transporter,14
3935,348,2-MUC: Nur Transporter,14
3936,348,2-MUC: Nur Transporter,14
3937,348,2-MUC: Nur Transporter,14
3938,348,2-MUC: Nur Transporter,14
3939,393,2-MUC: Nur Transporter,14
3940,348,2-MUC: Nur Transporter,14
3941,393,2-MUC: Nur Transporter,14
3942,345,2-MUC: Nur Transporter,14
3943,345,2-MUC: Nur Transporter,14
3944,345,2-MUC: Nur Transporter,14
3945,345,2-MUC: Nur Transporter,14
3946,345,2-MUC: Nur Transporter,14
3947,390,2-MUC: Nur Transporter,14
3948,345,2-MUC: Nur Transporter,14
3949,390,2-MUC: Nur Transporter,14
3950,297,2-MUC: Nur Transporter,14
3951,345,2-MUC: Nur Transporter,14
3952,294,2-MUC: Nur Transporter,14
3953,342,2-MUC: Nur Transporter,14
3954,345,2-MUC: Nur Transporter,14
3955,345,2-MUC: Nur Transporter,14
3956,390,2-MUC: Nur Transporter,14
3957,345,2-MUC: Nur Transporter,14
3958,390,2-MUC: Nur Transporter,14
3959,342,2-MUC: Nur Transporter,14
3960,387,2-MUC: Nur Transporter,14
3961,390,2-MUC: Nur Transporter,14
3962,438,2-MUC: Nur Transporter,14
3963,438,2-MUC: Nur Transporter,14
3964,438,2-MUC: Nur Transporter,14
3965,438,2-MUC: Nur Transporter,14
3966,438,2-MUC: Nur Transporter,14
3967,435,2-MUC: Nur Transporter,14
3968,435,2-MUC: Nur Transporter,14
3969,435,2-MUC: Nur Transporter,14
3970,435,2-MUC: Nur Transporter,14
3971,435,2-MUC: Nur Transporter,14
3972,390,2-MUC: Nur Transporter,14
3973,390,2-MUC: Nur Transporter,14
3974,387,2-MUC: Nur Transporter,14
3975,387,2-MUC: Nur Transporter,14
3976,435,2-MUC: Nur Transporter,14
3977,435,2-MUC: Nur Transporter,14
3978,432,2-MUC: Nur Transporter,14
3979,435,2-MUC: Nur Transporter,14
3980,435,2-MUC: Nur Transporter,14
3981,432,2-MUC: Nur Transporter,14
3982,432,2-MUC: Nur Transporter,14
3983,294,2-MUC: Nur Transporter,14
3984,342,2-MUC: Nur Transporter,14
3985,294,2-MUC: Nur Transporter,14
3986,342,2-MUC: Nur Transporter,14
3987,342,2-MUC: Nur Transporter,14
3988,342,2-MUC: Nur Transporter,14
3989,342,2-MUC: Nur Transporter,14
3990,342,2-MUC: Nur Transporter,14
3991,387,2-MUC: Nur Transporter,14
3992,342,2-MUC: Nur Transporter,14
3993,387,2-MUC: Nur Transporter,14
3994,291,2-MUC: Nur Transporter,14
3995,339,2-MUC: Nur Transporter,14
3996,339,2-MUC: Nur Transporter,14
3997,339,2-MUC: Nur Transporter,14
3998,339,2-MUC: Nur Transporter,14
3999,291,2-MUC: Nur Transporter,14
4000,339,2-MUC: Nur Transporter,14
4001,339,2-MUC: Nur Transporter,14
4002,387,2-MUC: Nur Transporter,14
4003,387,2-MUC: Nur Transporter,14
4004,387,2-MUC: Nur Transporter,14
4005,387,2-MUC: Nur Transporter,14
4006,432,2-MUC: Nur Transporter,14
4007,432,2-MUC: Nur Transporter,14
4008,432,2-MUC: Nur Transporter,14
4009,432,2-MUC: Nur Transporter,14
4010,384,2-MUC: Nur Transporter,14
4011,384,2-MUC: Nur Transporter,14
4012,384,2-MUC: Nur Transporter,14
4013,384,2-MUC: Nur Transporter,14
4014,429,2-MUC: Nur Transporter,14
4015,429,2-MUC: Nur Transporter,14
4016,429,2-MUC: Nur Transporter,14
4017,429,2-MUC: Nur Transporter,14
4018,483,2-MUC: Nur Transporter,14
4019,483,2-MUC: Nur Transporter,14
4020,483,2-MUC: Nur Transporter,14
4021,483,2-MUC: Nur Transporter,14
4022,483,2-MUC: Nur Transporter,14
4023,435,2-MUC: Nur Transporter,14
4024,480,2-MUC: Nur Transporter,14
4025,435,2-MUC: Nur Transporter,14
4026,480,2-MUC: Nur Transporter,14
4027,480,2-MUC: Nur Transporter,14
4028,480,2-MUC: Nur Transporter,14
4029,480,2-MUC: Nur Transporter,14
4030,480,2-MUC: Nur Transporter,14
4031,483,2-MUC: Nur Transporter,14
4032,525,2-MUC: Nur Transporter,14
4033,525,2-MUC: Nur Transporter,14
4034,525,2-MUC: Nur Transporter,14
4035,525,2-MUC: Nur Transporter,14
4036,480,2-MUC: Nur Transporter,14
4037,480,2-MUC: Nur Transporter,14
4038,480,2-MUC: Nur Transporter,14
4039,480,2-MUC: Nur Transporter,14
4040,522,2-MUC: Nur Transporter,14
4041,435,2-MUC: Nur Transporter,14
4042,480,2-MUC: Nur Transporter,14
4043,435,2-MUC: Nur Transporter,14
4044,480,2-MUC: Nur Transporter,14
4045,480,2-MUC: Nur Transporter,14
4046,435,2-MUC: Nur Transporter,14
4047,480,2-MUC: Nur Transporter,14
4048,432,2-MUC: Nur Transporter,14
4049,477,2-MUC: Nur Transporter,14
4050,480,2-MUC: Nur Transporter,14
4051,480,2-MUC: Nur Transporter,14
4052,477,2-MUC: Nur Transporter,14
4053,477,2-MUC: Nur Transporter,14
4054,480,2-MUC: Nur Transporter,14
4055,480,2-MUC: Nur Transporter,14
4056,480,2-MUC: Nur Transporter,14
4057,480,2-MUC: Nur Transporter,14
4058,522,2-MUC: Nur Transporter,14
4059,522,2-MUC: Nur Transporter,14
4060,522,2-MUC: Nur Transporter,14
4061,522,2-MUC: Nur Transporter,14
4062,477,2-MUC: Nur Transporter,14
4063,522,2-MUC: Nur Transporter,14
4064,522,2-MUC: Nur Transporter,14
4065,519,2-MUC: Nur Transporter,14
4066,519,2-MUC: Nur Transporter,14
4067,525,2-MUC: Nur Transporter,14
4068,564,2-MUC: Nur Transporter,14
4069,522,2-MUC: Nur Transporter,14
4070,561,2-MUC: Nur Transporter,14
4071,564,2-MUC: Nur Transporter,14
4072,564,2-MUC: Nur Transporter,14
4073,564,2-MUC: Nur Transporter,14
4074,564,2-MUC: Nur Transporter,14
4075,564,2-MUC: Nur Transporter,14
4076,564,2-MUC: Nur Transporter,14
4077,564,2-MUC: Nur Transporter,14
4078,564,2-MUC: Nur Transporter,14
4079,561,2-MUC: Nur Transporter,14
4080,561,2-MUC: Nur Transporter,14
4081,522,2-MUC: Nur Transporter,14
4082,561,2-MUC: Nur Transporter,14
4083,519,2-MUC: Nur Transporter,14
4084,558,2-MUC: Nur Transporter,14
4085,561,2-MUC: Nur Transporter,14
4086,561,2-MUC: Nur Transporter,14
4087,558,2-MUC: Nur Transporter,14
4088,558,2-MUC: Nur Transporter,14
4089,477,2-MUC: Nur Transporter,14
4090,477,2-MUC: Nur Transporter,14
4091,477,2-MUC: Nur Transporter,14
4092,477,2-MUC: Nur Transporter,14
4093,477,2-MUC: Nur Transporter,14
4094,519,2-MUC: Nur Transporter,14
4095,519,2-MUC: Nur Transporter,14
4096,519,3-MUC: Optimiert,14
4097,519,3-MUC: Optimiert,14
4098,477,3-MUC: Optimiert,14
4099,519,3-MUC: Optimiert,14
4100,474,3-MUC: Optimiert,14
4101,474,3-MUC: Optimiert,14
4102,516,3-MUC: Optimiert,14
4103,516,3-MUC: Optimiert,14
4104,519,3-MUC: Optimiert,14
4105,558,3-MUC: Optimiert,14
4106,519,3-MUC: Optimiert,14
4107,558,3-MUC: Optimiert,14
4108,558,3-MUC: Optimiert,14
4109,558,3-MUC: Optimiert,14
4110,516,3-MUC: Optimiert,14
4111,555,3-MUC: Optimiert,14
4112,516,3-MUC: Optimiert,14
4113,516,3-MUC: Optimiert,14
4114,555,3-MUC: Optimiert,14
4115,555,3-MUC: Optimiert,14
4116,336,3-MUC: Optimiert,14
4117,336,3-MUC: Optimiert,14
4120,384,3-MUC: Optimiert,14
4121,384,3-MUC: Optimiert,14
4138,603,3-MUC: Optimiert,14
4139,603,3-MUC: Optimiert,14
4140,600,3-MUC: Optimiert,14
4141,600,3-MUC: Optimiert,14
4142,639,3-MUC: Optimiert,14
4143,639,3-MUC: Optimiert,14
4144,636,3-MUC: Optimiert,14
4145,636,3-MUC: Optimiert,14
4146,600,3-MUC: Optimiert,14
4147,600,3-MUC: Optimiert,14
4148,597,3-MUC: Optimiert,14
4149,597,3-MUC: Optimiert,14
4150,636,3-MUC: Optimiert,14
4151,636,3-MUC: Optimiert,14
4152,636,3-MUC: Optimiert,14
4153,636,3-MUC: Optimiert,14
4154,636,3-MUC: Optimiert,14
4155,633,3-MUC: Optimiert,14
4156,633,3-MUC: Optimiert,14
4157,639,3-MUC: Optimiert,14
4158,675,3-MUC: Optimiert,14
4159,636,3-MUC: Optimiert,14
4160,672,3-MUC: Optimiert,14
4161,675,3-MUC: Optimiert,14
4162,702,3-MUC: Optimiert,14
4163,672,3-MUC: Optimiert,14
4164,699,3-MUC: Optimiert,14
4165,636,3-MUC: Optimiert,14
4166,672,3-MUC: Optimiert,14
4167,633,3-MUC: Optimiert,14
4168,669,3-MUC: Optimiert,14
4169,672,3-MUC: Optimiert,14
