,13,14,16,17,19,20,21,22,23,24
3,2.4375,22.4375,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0
4,3.875,5.875,0.0,0.0,0.0,0.0,0.0,0.0,5.3125,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.125,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5625,0.0
7,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.1875,0.0,0.0
10,4.0,1.125,0.0,0.0,25.75,0.1875,0.0,0.25,0.0,0.0
11,27.75,0.0,0.0,0.0,2.25,19.375,0.0,0.0,14.5,0.0
12,0.0,0.0,0.0,8.25,0.0,2.375,2.9375,0.0,64.375,0.0
13,0.0,0.0,0.0,21.1875,0.0,0.0,0.0,0.0,16.3125,0.0
14,0.0,0.0,0.0,5.9375,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8125,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,23.1875,0.0,0.0
17,0.0,0.0,0.0,0.0,8.25,15.6875,0.0625,8.5,0.0,12.0625
18,0.0,0.0,0.0,0.0,1.4375,45.25,34.4375,0.0,0.0,2.8125
19,0.0,0.0,0.0,22.125,0.0,3.8125,27.125,0.0,2.5625,0.0
20,0.0,0.0,0.0,21.1875,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,5.0625,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3125,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5625,0.0,2.5625
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1875,0.0,36.1875
25,0.0,0.0,12.625,0.0,0.0,0.0,23.5,0.0,0.0,24.75
26,0.0,0.0,19.6875,0.8125,0.0,0.0,20.0,0.0,0.0,0.0
27,0.0,0.0,0.5625,1.0625,0.0,0.0,0.0625,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5625
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5
32,0.0,0.0,7.4375,0.0,0.0,0.0,0.0,0.0,0.0,8.4375
33,0.0,0.0,3.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
