,13,14,16,17,19,20,21,22,23,24
3,1.25,14.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
4,2.1875,3.3125,0.0,0.0,0.0,0.0,0.0,0.0,2.4375,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.125,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8125,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.3125,0.0,0.0,0.25,0.0,0.0
10,2.375,1.0,0.0,0.0,13.25,0.0625,0.0,0.1875,0.0,0.0
11,15.3125,0.0,0.0,0.0,1.4375,11.3125,0.0,0.0,8.875,0.0
12,0.0,0.0,0.0,3.75,0.0,1.4375,1.375,0.0,33.0,0.0
13,0.0,0.0,0.0,10.25,0.0,0.0,0.0,0.0,10.5,0.0
14,0.0,0.0,0.0,2.875,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6875,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,13.8125,0.0,0.0
17,0.0,0.0,0.0,0.0,4.25,8.125,0.0625,3.25,0.0,4.4375
18,0.0,0.0,0.0,0.0,0.9375,27.875,20.4375,0.0,0.0,1.5625
19,0.0,0.0,0.0,12.5,0.0,1.9375,15.5625,0.0,1.625,0.0
20,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,2.875,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.375
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5625,0.0,20.875
25,0.0,0.0,5.5625,0.0,0.0,0.0,13.4375,0.0,0.0,13.3125
26,0.0,0.0,10.1875,0.3125,0.0,0.0,10.8125,0.0,0.0,0.0
27,0.0,0.0,0.3125,0.9375,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3125
32,0.0,0.0,4.875,0.0,0.0,0.0,0.0,0.0,0.0,4.875
33,0.0,0.0,1.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
