,1,2
1,0,0
2,105.8896949,0
4,55.41271572,0
5,46.84168386,0
6,156.8748393,0.0000001
7,59.33698403,0
8,0,0.0
9,0,0.0
10,23.99769258,0.0
11,27.82343996,0
